id,type,source,target,dataset
relationship--0061f7aa-fe4e-41e5-8ebf-e9f526bda08f,uses,malware--0b32ec39-ba61-4864-9ebe-b4b0b73caf9a,attack-pattern--d63a3fb8-9452-4e9d-a60a-54be68d5998c,enterprise
relationship--0068ce6b-d7da-4e08-acd6-5fabebc2bf88,uses,campaign--add4d9de-1256-4166-83b8-57087288dced,attack-pattern--830c9528-df21-472c-8c14-a036bf17d665,enterprise
relationship--0068ee65-0945-4f69-ba81-163ffbc05e53,uses,intrusion-set--f8cb7b36-62ef-4488-8a6d-a7033e3271c1,attack-pattern--970a3432-3237-47ad-bcca-7d8cbb217736,enterprise
relationship--006e029e-0714-4f99-befd-53b9fbc7c8c8,uses,malware--d9f7383c-95ec-4080-bbce-121c9384457b,attack-pattern--b80d107d-fa0d-4b60-9684-b0433e8bdba0,enterprise
relationship--00701b4a-9eab-41cc-9c09-f904a9799201,uses,malware--4efc3e00-72f2-466a-ab7c-8a7dc6603b19,attack-pattern--4bed873f-0b7d-41d4-b93a-b6905d1f90b0,enterprise
relationship--0076c114-0e7a-45c3-a851-7a877a9eefd0,uses,intrusion-set--f8cb7b36-62ef-4488-8a6d-a7033e3271c1,attack-pattern--b18eae87-b469-4e14-b454-b171b416bc18,enterprise
relationship--0077d777-1e32-4b34-ab12-461b34110ffe,uses,malware--cb741463-f0fe-42e0-8d45-bc7e8335f5ae,attack-pattern--dfd7cc1d-e1d8-4394-a198-97c4cab8aa67,enterprise
relationship--00789efc-c0c5-4bc2-96ad-9f893bf9c06d,uses,malware--4dea7d8e-af94-4bfb-afe4-7ff54f59308b,attack-pattern--4f9ca633-15c5-463c-9724-bdcd54fde541,enterprise
relationship--0078d802-53f2-4ee4-b802-492e9f121cbe,uses,campaign--8d2bc130-89fe-466e-a4f9-6bce6129c2b8,malware--a394448a-4576-41b8-81cc-9b61abad94ab,enterprise
relationship--007cc21a-685a-4701-99c1-20f258cedc7c,uses,malware--d69c8146-ab35-4d50-8382-6fc80e641d43,attack-pattern--7bc57495-ea59-4380-be31-a64af124ef18,enterprise
relationship--007e0ded-c7c8-484f-af74-d4182b88c8c5,uses,intrusion-set--461b8e25-8f4a-4ea2-a4a8-e39df7ce6630,attack-pattern--63b24abc-5702-4745-b1e4-ac70b20a43f2,enterprise
relationship--00806029-ec79-4337-a958-2afa3adabc1e,uses,campaign--a543ef15-91ea-4aa9-9c10-267d56e1ee82,attack-pattern--9c99724c-a483-4d60-ad9d-7f004e42e8e8,enterprise
relationship--00814703-3c3b-4872-89e9-cea4ba5edf2d,subtechnique-of,attack-pattern--8d7bd4f5-3a89-4453-9c82-2c8894d5655e,attack-pattern--435dfb86-2697-4867-85b5-2fef496c0517,enterprise
relationship--00822c6a-a881-4678-8d74-6a52b2ca27c9,uses,tool--cb69b20d-56d0-41ab-8440-4a4b251614d4,attack-pattern--f1951e8a-500e-4a26-8803-76d95c4554b4,enterprise
relationship--0082e86b-a7b7-496b-af03-88785b6c8fbb,uses,intrusion-set--1c63d4ec-0a75-4daa-b1df-0d11af3d3cc1,attack-pattern--53ac20cd-aca3-406e-9aa0-9fc7fdc60a5a,enterprise
relationship--00876444-466d-40fe-8de5-0c13fcd0ea1a,mitigates,course-of-action--2f316f6c-ae42-44fe-adf8-150989e0f6d3,attack-pattern--8f504411-cb96-4dac-a537-8d2bb7679c59,enterprise
relationship--00914655-1a22-40ed-ae4d-6adb1a6acd35,uses,malware--edb24a93-1f7a-4bbf-a738-1397a14662c6,attack-pattern--f7827069-0bf2-4764-af4f-23fae0d181b7,enterprise
relationship--00991be5-e2c2-4645-b743-e9e4af3d38b9,uses,malware--a7881f21-e978-4fe4-af56-92c9416a2616,attack-pattern--1365fe3b-0f50-455d-b4da-266ce31c23b0,enterprise
relationship--00a88d6f-fa8c-48bf-a028-fb75ca04e000,uses,intrusion-set--dd2d9ca6-505b-4860-a604-233685b802c7,attack-pattern--e7cbc1de-1f79-48ee-abfd-da1241c65a15,enterprise
relationship--00aa618f-bcfa-4649-8436-134f9d01e43c,uses,malware--eac3d77f-2b7b-4599-ba74-948dc16633ad,attack-pattern--1996eef1-ced3-4d7f-bf94-33298cabbf72,enterprise
relationship--00ae99d1-db02-4007-8669-04d7fc4c1390,uses,malware--af2ad3b7-ab6a-4807-91fd-51bcaff9acbb,attack-pattern--1b7ba276-eedc-4951-a762-0ceea2c030ec,enterprise
relationship--00b0af92-df59-4d56-ac3e-18f6f1f72957,uses,malware--ff6840c9-4c87-4d07-bbb6-9f50aa33d498,attack-pattern--3b744087-9945-4a6f-91e8-9dbceda417a4,enterprise
relationship--00b0b6ec-a9eb-4fdd-b7ea-6e6c8a8ab1fc,mitigates,course-of-action--9bb9e696-bff8-4ae1-9454-961fc7d91d5f,attack-pattern--005a06c6-14bf-4118-afa0-ebcd8aebb0c9,enterprise
relationship--00ba134e-1833-4dde-bf4e-7ec45271e8a6,uses,malware--a8a778f5-0035-4870-bb25-53dc05029586,attack-pattern--391d824f-0ef1-47a0-b0ee-c59a75e27670,enterprise
relationship--00c4456d-cea9-43bf-913b-ec566699ce61,mitigates,course-of-action--93e7968a-9074-4eac-8ae9-9f5200ec3317,attack-pattern--57a3d31a-d04f-4663-b2da-7df8ec3f8c9d,enterprise
relationship--00c88cab-5cb9-492a-8dce-8eab92213bc3,uses,intrusion-set--4ca1929c-7d64-4aab-b849-badbfc0c760d,malware--5be33fef-39c0-4532-84ee-bea31e1b5324,enterprise
relationship--00caa57d-7b0f-4156-907e-18d14d62965a,uses,intrusion-set--96e239be-ad99-49eb-b127-3007b8c1bec9,attack-pattern--dfebc3b7-d19d-450b-81c7-6dafe4184c04,enterprise
relationship--00ce5c68-cb85-46d1-a6ba-7b2b767b0f09,uses,malware--82cb34ba-02b5-432b-b2d2-07f55cbf674d,attack-pattern--03d7999c-1f4c-42cc-8373-e7690d318104,enterprise
relationship--00d1f959-5469-4a9c-b33d-93f315719a6c,uses,malware--fb4e3792-e915-4fdd-a9cd-92dfa2ace7aa,attack-pattern--df8b2a25-8bdf-4856-953c-a04372b1c161,enterprise
relationship--00d3d6a8-c711-4bb5-bf0a-e17c0ecac8c8,uses,malware--f9b05f33-d45d-4e4d-aafe-c208d38a0080,attack-pattern--677569f9-a8b0-459e-ab24-7f18091fa7bf,enterprise
relationship--00dd8854-0018-4229-a330-8c71f5421123,uses,intrusion-set--4ca1929c-7d64-4aab-b849-badbfc0c760d,attack-pattern--e7cbc1de-1f79-48ee-abfd-da1241c65a15,enterprise
relationship--00de3cf9-73c4-4b04-a074-a5d73e9b61de,uses,intrusion-set--c21dd6f1-1364-4a70-a1f7-783080ec34ee,attack-pattern--e6919abc-99f9-4c6c-95a5-14761e7b2add,enterprise
relationship--00e25bca-7df1-464e-94a4-cc13124e1d0c,uses,malware--cc5497f7-a9e8-436f-94da-b2b4a9b9ad3c,attack-pattern--03d7999c-1f4c-42cc-8373-e7690d318104,enterprise
relationship--00e2899a-beb7-448a-b003-a8b67e0b0daf,mitigates,course-of-action--1dcaeb21-9348-42ea-950a-f842aaf1ae1f,attack-pattern--7f0ca133-88c4-40c6-a62f-b3083a7fbc2e,enterprise
relationship--00e7784e-d0c8-48d8-a377-7ec83cf6a474,uses,campaign--808d6b30-df4e-4341-8248-724da4bac650,attack-pattern--1f9c2bae-b441-4f66-a8af-b65946ee72f2,enterprise
relationship--00e99176-c74e-4f49-a498-c66a71612a5b,uses,malware--a7881f21-e978-4fe4-af56-92c9416a2616,attack-pattern--32901740-b42c-4fdd-bc02-345b5dc57082,enterprise
relationship--00e9a38d-6dc5-4d67-b2fe-977b1c7d17dd,uses,intrusion-set--c93fccb1-e8e8-42cf-ae33-2ad1d183913a,tool--3ffbdc1f-d2bf-41ab-91a2-c7b857e98079,enterprise
relationship--00ed8575-5d79-46c3-adea-d0e1bf5dc14a,uses,malware--63686509-069b-4143-99ea-4e59cad6cb2a,attack-pattern--c877e33f-1df6-40d6-b1e7-ce70f16f4979,enterprise
relationship--00f44cd5-9afc-472f-9743-251d243798a0,uses,malware--0715560d-4299-4e84-9e20-6e80ab57e4f2,attack-pattern--0d91b3c0-5e50-47c3-949a-2a796f04d144,enterprise
relationship--00f4c60b-36c4-4ec5-affd-38f89687d957,uses,malware--4b346d12-7f91-48d2-8f06-b26ffa0d825b,attack-pattern--df8b2a25-8bdf-4856-953c-a04372b1c161,enterprise
relationship--00f95333-8677-4c6c-9f67-c8ebf0fcf607,mitigates,course-of-action--90c218c3-fbf8-4830-98a7-e8cfb7eaa485,attack-pattern--4ffc1794-ec3b-45be-9e52-42dbcb2af2de,enterprise
relationship--00fb61de-33f5-4e85-aca3-8e4016aa0bf8,uses,intrusion-set--c21dd6f1-1364-4a70-a1f7-783080ec34ee,attack-pattern--7385dfaf-6886-4229-9ecd-6fd678040830,enterprise
relationship--00fd8c87-da99-42b3-a792-0d224732c84a,uses,intrusion-set--f8cb7b36-62ef-4488-8a6d-a7033e3271c1,malware--9020f5c7-efde-4125-a4f1-1b70f1274ddd,enterprise
relationship--00fe17bc-f783-4cba-9171-e1fde2fa0efa,uses,campaign--808d6b30-df4e-4341-8248-724da4bac650,attack-pattern--f232fa7a-025c-4d43-abc7-318e81a73d65,enterprise
relationship--00fe415d-9364-4d03-95ee-f1413d996c30,uses,malware--16662bee-9d15-4564-a128-1fce214866e9,attack-pattern--970a3432-3237-47ad-bcca-7d8cbb217736,enterprise
relationship--01000868-19de-44dd-bea5-ad30dae460ad,uses,malware--0c52f5bc-557d-4083-bd27-66d7cdb794bb,attack-pattern--01a5a209-b94c-450b-b7f9-946497d91055,enterprise
relationship--01091a22-80ad-490b-bcc6-5bb5c8b1c9c5,uses,malware--3fc44c12-b16e-4de1-8869-cf0eb4446070,attack-pattern--f3c544dc-673c-4ef3-accb-53229f1ae077,enterprise
relationship--0109ee05-c2a9-4dcf-80d1-f859500c97c9,uses,malware--a8a778f5-0035-4870-bb25-53dc05029586,attack-pattern--e6919abc-99f9-4c6c-95a5-14761e7b2add,enterprise
relationship--010ee4a6-41cb-4ce5-8dc2-9a1d1003ec4e,uses,intrusion-set--64b52e7d-b2c4-4a02-9372-08a463f5dc11,attack-pattern--d511a6f6-4a33-41d5-bc95-c343875d1377,enterprise
relationship--0110e04e-5812-4b69-9700-037b52d3ebb4,uses,malware--a545456a-f9a7-47ad-9ea6-8b017def38d1,attack-pattern--e6919abc-99f9-4c6c-95a5-14761e7b2add,enterprise
relationship--01122760-11f7-4fc9-8500-65ee57a6494f,uses,intrusion-set--f3be6240-f68e-47e1-90d2-ad8f3b3bb8a6,attack-pattern--1644e709-12d2-41e5-a60f-3470991f5011,enterprise
relationship--011286cc-53bc-4910-bf38-79f1d79fc707,uses,malware--6f6f67c9-556d-4459-95c2-78d272190e52,attack-pattern--354a7f88-63fb-41b5-a801-ce3b377b36f1,enterprise
relationship--0112eb25-7f6c-49cd-95c8-bf0d49f7c380,uses,malware--b00f90b6-c75c-4bfd-b813-ca9e6c9ebf29,attack-pattern--0d91b3c0-5e50-47c3-949a-2a796f04d144,enterprise
relationship--0116fbf2-4402-41af-bc5b-216e0e27c2db,uses,malware--b0381480-d5ba-4dd8-a39e-fb8f1afea3a0,attack-pattern--92d7da27-2d91-488e-a00c-059dc162766d,enterprise
relationship--0117960a-178b-41f8-b7c1-5a4852be582a,uses,malware--f8fc98ac-ad6d-44db-b6e2-f0c6eb4eace4,attack-pattern--fa44a152-ac48-441e-a524-dd7b04b8adcd,enterprise
relationship--01183e54-1494-4fad-ab62-60834746cc32,uses,intrusion-set--35d1b3be-49d4-42f1-aaa6-ef159c880bca,attack-pattern--f2514ae4-4e9b-4f26-a5ba-c4ae85fe93c3,enterprise
relationship--01202a82-56cc-4770-abf1-1a37c8717dba,uses,malware--925a6c52-5cf0-4fec-99de-b0d6917d8593,attack-pattern--00f90846-cbd1-4fc5-9233-df5c2bf2a662,enterprise
relationship--01253fc1-ee00-438a-ba98-fc8db655b7d3,uses,intrusion-set--7eda3dd8-b09b-4705-8090-c2ad9fb8c14d,tool--f59508a6-3615-47c3-b493-6676e1a39a87,enterprise
relationship--0125d222-8e17-44eb-b89b-6d795607e81f,uses,malware--6207dd22-bf18-4c96-aada-c573a9bbf5ec,attack-pattern--391d824f-0ef1-47a0-b0ee-c59a75e27670,enterprise
relationship--012617bd-bdb5-434f-996c-bea7afe1b8a5,uses,malware--579607c2-d046-40df-99ab-beb479c37a2a,attack-pattern--707399d6-ab3e-4963-9315-d9d3818cd6a0,enterprise
relationship--01292102-1f89-4358-b62c-bc0afd49fc52,uses,malware--7e6c2a9d-9dc1-4eb0-b27c-91e8076a9d77,attack-pattern--1996eef1-ced3-4d7f-bf94-33298cabbf72,enterprise
relationship--01323439-5287-43cd-b7d9-750e606db602,uses,intrusion-set--ead23196-d7b6-4ce6-a124-4ab4b67d81bd,attack-pattern--0d91b3c0-5e50-47c3-949a-2a796f04d144,enterprise
relationship--0136018a-db45-4517-9834-7261488bc3fe,uses,malware--33139388-de0c-49ff-862a-041c315b142d,attack-pattern--21875073-b0ee-49e3-9077-1e2a885359af,enterprise
relationship--013ab34f-54bf-4813-bd37-42a4eebb8d52,uses,intrusion-set--16ade1aa-0ea1-4bb7-88cc-9079df2ae756,malware--123bd7b3-675c-4b1a-8482-c55782b20e2b,enterprise
relationship--014010a2-7bb8-4b11-bef9-c85609b2d94b,uses,malware--6b62e336-176f-417b-856a-8552dd8c44e1,attack-pattern--c32f7008-9fea-41f7-8366-5eb9b74bd896,enterprise
relationship--01455ab2-2769-4eab-9df2-e7e5f707e7c6,uses,intrusion-set--6fe8a2a1-a1b0-4af8-953d-4babd329f8f8,attack-pattern--2b742742-28c3-4e1b-bab7-8350d6300fa7,enterprise
relationship--0154e3ae-8ccc-4ebb-a14b-2305d9212651,uses,malware--f8fc98ac-ad6d-44db-b6e2-f0c6eb4eace4,attack-pattern--dd43c543-bb85-4a6f-aa6e-160d90d06a49,enterprise
relationship--01563b41-e89b-4cd2-b018-ee57bf616396,uses,intrusion-set--c0291346-defe-48d7-9542-9e074ba1bdfb,attack-pattern--970a3432-3237-47ad-bcca-7d8cbb217736,enterprise
relationship--0157b7a8-69d3-4c60-adf5-91522af1741f,uses,malware--47ab6350-054f-4754-ba4d-e52a4e8751e2,attack-pattern--0533ab23-3f7d-463f-9bd8-634d27e4dee1,enterprise
relationship--015aa3fc-58b6-4ee0-afa2-7bb60d5b108f,uses,malware--273e2b53-64ec-48be-9ad9-8f3dc0e53718,attack-pattern--b18eae87-b469-4e14-b454-b171b416bc18,enterprise
relationship--0160acb0-db44-4076-acc6-74c872d5aa08,uses,malware--8c1d01ff-fdc0-4586-99bd-c248e0761af5,attack-pattern--2b742742-28c3-4e1b-bab7-8350d6300fa7,enterprise
relationship--0160f1e4-76bd-4490-af74-bb80072cecae,uses,malware--feb2d7bb-aacb-48df-ad04-ccf41a30cd90,attack-pattern--f2514ae4-4e9b-4f26-a5ba-c4ae85fe93c3,enterprise
relationship--01653d7c-2616-4ccc-9bab-225e897b01f2,uses,intrusion-set--bf668120-e9a6-4017-a014-bfc0f5232656,attack-pattern--232b7f21-adf9-4b42-b936-b9d6f7df856e,enterprise
relationship--0167e4ad-b828-4813-88bf-f5b03b4d3268,uses,intrusion-set--cc613a49-9bfa-4e22-98d1-15ffbb03f034,attack-pattern--88d31120-5bc7-4ce3-a9c0-7cf147be8e54,enterprise
relationship--0167fba6-d37d-46ba-bb07-5fc70b864b3f,uses,malware--7acb15b6-fe2c-4319-b136-6ab36ff0b2d4,attack-pattern--57340c81-c025-4189-8fa0-fc7ede51bae4,enterprise
relationship--016dc21c-ade9-43cc-9d88-a0c4c0891ccc,uses,malware--af2ad3b7-ab6a-4807-91fd-51bcaff9acbb,attack-pattern--0d91b3c0-5e50-47c3-949a-2a796f04d144,enterprise
relationship--0177d430-a0b9-4f2f-8c66-8dfa4391611a,uses,malware--5763217a-05b6-4edd-9bca-057e47b5e403,attack-pattern--e6919abc-99f9-4c6c-95a5-14761e7b2add,enterprise
relationship--017c304d-dec3-4d0e-ac60-8acfbfe41a7c,uses,campaign--7ab2f1a1-26af-4204-ad84-d640fde391da,attack-pattern--3ccef7ae-cb5e-48f6-8302-897105fbf55c,enterprise
relationship--017d597b-2268-4760-baf0-0cee23906965,uses,intrusion-set--ecbf507f-6786-4121-a4cc-0fd6a8d3a29d,attack-pattern--c3888c54-775d-4b2f-b759-75a2ececcbfd,enterprise
relationship--0182aa0a-a8b9-4a6e-9932-88f34f8ceee3,uses,malware--d79e7a60-5de9-448e-a074-f95d2d80f8d0,attack-pattern--01a5a209-b94c-450b-b7f9-946497d91055,enterprise
relationship--0185512a-1f5a-4a8b-a616-ecbdf7b24fab,uses,campaign--a543ef15-91ea-4aa9-9c10-267d56e1ee82,attack-pattern--03259939-0b57-482f-8eb5-87c0e0d54334,enterprise
relationship--0188b7af-d060-4715-baf2-ad69333482dc,uses,malware--06d735e7-1db1-4dbe-ab4b-acbe419f902b,attack-pattern--7bc57495-ea59-4380-be31-a64af124ef18,enterprise
relationship--018a5e33-ef18-4a6b-8389-c950053d4a75,uses,malware--33139388-de0c-49ff-862a-041c315b142d,attack-pattern--c32f7008-9fea-41f7-8366-5eb9b74bd896,enterprise
relationship--018ed869-7916-41c3-b60b-818bac4e6ce5,uses,intrusion-set--381fcf73-60f6-4ab2-9991-6af3cbc35192,attack-pattern--3ee16395-03f0-4690-a32e-69ce9ada0f9e,enterprise
relationship--0191f3d3-59d3-4fcc-bfff-5fbfa0675cfd,uses,malware--67e6d66b-1b82-4699-b47a-e2efb6268d14,attack-pattern--d1fcf083-a721-4223-aedf-bf8960798d62,enterprise
relationship--01933b06-956c-4f09-9dcc-e7c6b672dc94,uses,malware--3d7048f1-012e-468c-a18b-1bf98037d62c,attack-pattern--354a7f88-63fb-41b5-a801-ce3b377b36f1,enterprise
relationship--019e35b8-cec3-45e0-b297-19dca59b3190,uses,malware--d3afa961-a80c-4043-9509-282cdf69ab21,attack-pattern--391d824f-0ef1-47a0-b0ee-c59a75e27670,enterprise
relationship--019eb3cf-35df-4109-a006-1b91331866c3,uses,malware--a8d3d497-2da9-4797-8e0b-ed176be08654,attack-pattern--f0589bc3-a6ae-425a-a3d5-5659bfee07f4,enterprise
relationship--01a01a28-19e5-4e32-8a24-a98f2b69ced5,uses,malware--8f423bd7-6ca7-4303-9e85-008c7ad5fdaa,attack-pattern--7bc57495-ea59-4380-be31-a64af124ef18,enterprise
relationship--01a1c2f4-ccb3-4238-9c9c-d6ca3a098ed9,uses,tool--cb69b20d-56d0-41ab-8440-4a4b251614d4,attack-pattern--e3a12395-188d-4051-9a16-ea8e14d07b88,enterprise
relationship--01a2dceb-e7bf-414b-9919-6c9724cfb404,uses,malware--1dac60f2-7d53-4a3e-95d1-cb2e875d5491,attack-pattern--354a7f88-63fb-41b5-a801-ce3b377b36f1,enterprise
relationship--01a4bef1-5445-4e46-90db-fd4335462be1,uses,intrusion-set--13ef3485-70d2-4567-b934-0e83c1eafcf1,malware--02739f57-7585-4319-acd3-794ae8ff3a70,enterprise
relationship--01a603b5-a9b1-4567-864d-6dfaa0430057,mitigates,course-of-action--590777b3-b475-4c7c-aaf8-f4a73b140312,attack-pattern--d456de47-a16f-4e46-8980-e67478a12dcb,enterprise
relationship--01aac35b-55e1-40d6-962f-5b5a6efdb2be,uses,malware--00806466-754d-44ea-ad6f-0caf59cb8556,attack-pattern--354a7f88-63fb-41b5-a801-ce3b377b36f1,enterprise
relationship--01ab8fee-5204-40c1-ac7a-b11a5683a87d,uses,malware--0db09158-6e48-4e7c-8ce7-2b10b9c0c039,attack-pattern--1c4e5d32-1fe9-4116-9d9d-59e3925bd6a2,enterprise
relationship--01b13af3-d241-47ed-b351-e83604c0d92f,uses,malware--6ba1d7ae-d60b-43e6-9f08-a8b787e9d9cb,attack-pattern--d63a3fb8-9452-4e9d-a60a-54be68d5998c,enterprise
relationship--01b475dc-8b42-4cc1-a88b-6081cbc54efd,uses,malware--e1284931-3f85-4262-a641-9ae8bb0576a0,attack-pattern--1b20efbf-8063-4fc3-a07d-b575318a301b,enterprise
relationship--01b542b1-3222-459b-9cdf-b91dcd29c749,uses,malware--8a59f456-79a0-4151-9f56-9b1a67332af2,attack-pattern--354a7f88-63fb-41b5-a801-ce3b377b36f1,enterprise
relationship--01b5af07-512b-4b60-ba2d-5c185b80fb5f,uses,intrusion-set--7a19ecb1-3c65-4de3-a230-993516aed6a6,attack-pattern--ae797531-3219-49a4-bccf-324ad7a4c7b2,enterprise
relationship--01b924d7-42dd-412f-a9af-cabcb46512ea,uses,intrusion-set--5cbe0d3b-6fb1-471f-b591-4b192915116d,malware--9e9b9415-a7df-406b-b14d-92bfe6809fbe,enterprise
relationship--01b94982-fedb-4469-adf1-7f2a2a9069ea,uses,intrusion-set--a7f57cc1-4540-4429-823f-f4e56b8473c9,attack-pattern--e358d692-23c0-4a31-9eb6-ecc13a8d7735,enterprise
relationship--01b95067-ba65-48c2-8d2c-342e13007cc8,uses,malware--91c57ed3-7c32-4c68-b388-7db00cb8dac6,attack-pattern--2959d63f-73fd-46a1-abd2-109d7dcede32,enterprise
relationship--01b97c8a-f08c-4f54-a401-14d888ca79b9,uses,malware--c13d9621-aca7-436b-ab3d-3a95badb3d00,attack-pattern--32901740-b42c-4fdd-bc02-345b5dc57082,enterprise
relationship--01bd79bd-651b-46f4-8a2e-dbbedd76f213,uses,campaign--f9cc545e-b0ef-4b92-8884-a3a4427609f6,tool--13cd9151-83b7-410d-9f98-25d0f0d1d80d,enterprise
