id,type,source,target,dataset
relationship--09c55c29-ce4f-4d3e-a940-f3a4b6f07bca,subtechnique-of,attack-pattern--37047267-3e56-453c-833e-d92b68118120,attack-pattern--3e091a89-a493-4a6c-8e88-d57be19bb98d,mobile
relationship--09d08f16-9e4d-4279-9a8c-bdda7afdb37d,uses,malware--2aec175b-4429-4048-8e09-3ef6cbecfc64,attack-pattern--d13fa042-8f26-44e1-a2a8-af0bf8e2ac9a,mobile
relationship--0a2e4b01-e78f-4c05-b157-c6714d34fddb,uses,malware--e296b110-46d3-4f7a-894c-cc71ea50168c,attack-pattern--52eff1c7-dd30-4121-b762-24ae6fa61bbb,mobile
relationship--0a610208-06af-425f-a9af-cd0899261e33,uses,malware--366c800f-97a8-48d5-b0a6-79d00198252a,attack-pattern--b327a9c0-e709-495c-aa6e-00b042136e2b,mobile
relationship--0a737289-c62d-4c0a-a857-6d116f774864,uses,malware--5a5dca4c-03c1-4b99-bfcf-c206e20aa663,attack-pattern--73c26732-6422-4081-8b63-6d0ae93d449e,mobile
relationship--0ae94053-1963-45ba-a3a9-62e508281c8e,uses,malware--fd6d56b2-d84e-4d2a-b37d-d4678d3e08a6,attack-pattern--fcb11f06-ce0e-490b-bcc1-04a1623579f0,mobile
relationship--0b1aae4b-4dcd-41b6-a708-1441e5a24070,uses,malware--ff8e0c38-be47-410f-a2d3-a3d24a87c617,attack-pattern--d13fa042-8f26-44e1-a2a8-af0bf8e2ac9a,mobile
relationship--0b1c0282-8190-465a-9944-0874e3ee65f6,uses,malware--6ceb0644-0ae9-4ee1-a659-3888687cb03b,attack-pattern--e0b9ecb8-a7d1-43c7-aa30-8e19c6a92c86,mobile
relationship--0b1e5e78-9ee1-4fc3-9fe7-dc069b59e77d,uses,malware--108b2817-bc01-404e-8e1b-8cdeec846326,attack-pattern--51636761-2e35-44bf-9e56-e337adf97174,mobile
relationship--0b1f2735-97d9-4f4a-9967-9fa1464bb651,uses,malware--4b53eb01-57d7-47b4-b078-22766b002b36,attack-pattern--d1f1337e-aea7-454c-86bd-482a98ffaf62,mobile
relationship--0b5bfa77-51b4-41b4-ae03-88b585d143c1,uses,malware--3271c107-92c4-442e-9506-e76d62230ee8,attack-pattern--6c49d50f-494d-4150-b774-a655022d20a6,mobile
relationship--0b693e45-cc20-45a9-846f-2f5f4d3a3253,uses,malware--a0d774e4-bafc-4292-8651-3ec899391341,attack-pattern--e2ea7f6b-8d4f-49c3-819d-660530d12b77,mobile
relationship--0bb6f851-4302-4936-a98e-d23feecb234d,uses,malware--21b7e0b0-0dea-4ccc-8ad4-8da51fe3a901,attack-pattern--351c0927-2fc1-4a2c-ad84-cbbee7eb8172,mobile
relationship--0bbe5936-04bf-4c9a-bb43-cd37f36c3349,uses,malware--9b86f8c3-33ab-44cf-a66d-c0fd6070e2ce,attack-pattern--3775a580-a1d1-46c4-8147-c614a715f2e9,mobile
relationship--0bc73d69-e769-4d0f-9d44-368c94225b6e,uses,malware--52c994fa-b6c8-45a8-9586-a4275cf19307,attack-pattern--e0b9ecb8-a7d1-43c7-aa30-8e19c6a92c86,mobile
relationship--0bcdeb29-6eed-4c96-a9ae-e56aadc4a5db,uses,malware--085eb36d-697d-4d9a-bac3-96eb879fe73c,attack-pattern--d8940e76-f9c1-4912-bea6-e21c251370b6,mobile
relationship--0c077d44-1c79-473c-8623-d6267ab47f34,uses,campaign--d0695b5f-b761-49e0-b3e3-2e5307f8def3,attack-pattern--351c0927-2fc1-4a2c-ad84-cbbee7eb8172,mobile
relationship--0c417238-738d-4bda-8359-d37d39414ebe,uses,malware--feae299d-e34f-4fc9-8545-486d0905bd41,attack-pattern--d4536441-1bcc-49fa-80ae-a596ed3f7ffd,mobile
relationship--0c49a6e0-9837-424d-877b-4e232f5fe250,uses,campaign--a82bc5ad-5f95-4c6a-9f25-aaf6f476a3c4,attack-pattern--2282a98b-5049-4f61-9381-55baca7c1add,mobile
relationship--0c558826-5cea-422e-8e67-83e53c04d409,uses,malware--037f44f0-0c07-4c7f-b40e-0325b5b228a9,attack-pattern--948a447c-d783-4ba0-8516-a64140fcacd5,mobile
relationship--0cabc5f9-045e-490c-a97f-efe00dbade86,uses,malware--c19cfc89-5ac6-4d2d-a236-70d2b32e007c,attack-pattern--d8940e76-f9c1-4912-bea6-e21c251370b6,mobile
relationship--0cae6859-d7d1-483b-b473-4f32084938a9,uses,malware--93799a9d-3537-43d8-b6f4-17215de1657c,attack-pattern--6683aa0c-d98a-4f5b-ac57-ca7e9934a760,mobile
relationship--0cd58f68-2c93-4ecc-a7fb-b4aad483d14a,uses,malware--1393fb21-d09f-4ce8-96cf-1bcc9881765f,attack-pattern--ec4c4baa-026f-43e8-8f56-58c36f3162dd,mobile
relationship--0ce5bf43-39e1-4afb-a939-1984cc2d235c,mitigates,course-of-action--7b1cf46f-784b-405a-a8dd-4624c19d8321,attack-pattern--2aa78dfd-cb6f-4c70-9408-137cfd96be49,mobile
relationship--0cf39d51-2d80-4576-b088-e787b113513e,uses,malware--8338393c-cb2e-4ee6-b944-34672499c785,attack-pattern--2282a98b-5049-4f61-9381-55baca7c1add,mobile
relationship--0cfbea52-d6ab-467f-97e5-8c74b332b16f,uses,malware--3d6c4389-3489-40a3-beda-c56e650b6f68,attack-pattern--f05fc151-aa62-47e3-ae57-2d1b23d64bf6,mobile
relationship--0d2d9c6e-6ac8-4cda-bfa4-cedf26a1760a,uses,malware--96ea1e13-d50f-45f1-b0cf-4ac9bc5a2d62,attack-pattern--99e6295e-741b-4857-b6e5-64989eb039b4,mobile
relationship--0d305e1e-df8f-4028-bf6f-1d7fed9e6184,subtechnique-of,attack-pattern--6ffad4be-bfe0-424f-abde-4d9a84a800ad,attack-pattern--27d18e87-8f32-4be1-b456-39b90454360f,mobile
relationship--0d58e937-7e0f-4e1e-8c17-bab3906d7c43,uses,malware--95811c0a-abe0-4e7f-a0cc-b0662ced5807,attack-pattern--24a77e53-0751-46fc-b207-99378fb35c08,mobile
relationship--0d82a9ed-4184-4f95-99f4-5ee467fe6594,subtechnique-of,attack-pattern--1d1b1558-c833-482e-aabb-d07ef6eae63d,attack-pattern--11c2c2b7-1fd4-408f-bc2e-fe772ef9df5e,mobile
relationship--0df1f5d1-f2fd-441e-b3ce-bcd64f5f5f50,uses,malware--5b5d1e6c-e7de-4b46-ab8f-8556e8745927,attack-pattern--2282a98b-5049-4f61-9381-55baca7c1add,mobile
relationship--0e8607f6-daab-44df-b167-105403a4ef41,uses,malware--9cd72f5c-bec0-4f7e-bb6d-296937116291,attack-pattern--ec4c4baa-026f-43e8-8f56-58c36f3162dd,mobile
relationship--0e9968b7-ad1e-440d-9fe3-2599a1571f39,uses,malware--aecc0097-c9f8-4786-9b39-e891ff173f54,attack-pattern--2282a98b-5049-4f61-9381-55baca7c1add,mobile
relationship--0e9edc13-7af7-43c4-8ec2-636b1f8cb7f1,uses,malware--e13d084c-382f-40fd-aa9a-98d69e20301e,attack-pattern--4f14e30b-8b57-4a7b-9093-2c0778ea99cf,mobile
relationship--0ef4845d-994e-4f0d-9eed-7cf600fc03b4,uses,malware--21b7e0b0-0dea-4ccc-8ad4-8da51fe3a901,attack-pattern--99e6295e-741b-4857-b6e5-64989eb039b4,mobile
relationship--0efe4125-504f-4eea-b19f-a44c81ee31dd,uses,malware--c6abcaf8-1765-41f8-9fe5-03d42fd0f6c0,attack-pattern--4c58b7c6-a839-4789-bda9-9de33e4d4512,mobile
relationship--0f116d99-9ce4-4790-aeda-ad9199d8bf7b,uses,malware--f5ff006c-702f-4ded-8e60-ca6c540d91bc,attack-pattern--b327a9c0-e709-495c-aa6e-00b042136e2b,mobile
relationship--0f70bdf1-a6a7-406c-a4c0-cee509ff8369,uses,malware--9cd72f5c-bec0-4f7e-bb6d-296937116291,attack-pattern--32063d7f-0a39-440d-a4a3-2694488f96cc,mobile
relationship--0f7e7c29-43f0-4aff-ae83-dfff331915ef,uses,malware--20dbaf05-59b8-4dc6-8777-0b17f4553a23,attack-pattern--99e6295e-741b-4857-b6e5-64989eb039b4,mobile
relationship--0f949bc5-9f6a-4ec8-a29a-87e309aa08a2,uses,malware--0b9c5d11-651a-4378-b129-5c584d0242c5,attack-pattern--fcb11f06-ce0e-490b-bcc1-04a1623579f0,mobile
relationship--0fd34764-8a5d-43da-9bdf-5a0b7e436936,mitigates,course-of-action--649f7268-4c12-483b-ac84-4b7bca9fe2ee,attack-pattern--a8c31121-852b-46bd-9ba4-674ae5afe7ad,mobile
relationship--1016d630-94c2-4826-8612-cb1beac51512,uses,malware--6ceb0644-0ae9-4ee1-a659-3888687cb03b,attack-pattern--2282a98b-5049-4f61-9381-55baca7c1add,mobile
relationship--10560632-6449-4579-90eb-20fc46dcca08,uses,malware--f7e7b736-2cff-4c2a-9232-352cd383463a,attack-pattern--6ffad4be-bfe0-424f-abde-4d9a84a800ad,mobile
relationship--10c07066-df05-4dff-bb95-c76be02ea4ef,uses,malware--680f680c-eef9-4f8a-b5f5-f451bf47e403,attack-pattern--e422b6fa-4739-46b9-992e-82f1b350c780,mobile
relationship--10e02179-0434-4d4b-86b4-5d9fbc5d5451,uses,malware--3049b2f2-e323-4cdb-91cb-13b37b904cbb,attack-pattern--e3b936a4-6321-4172-9114-038a866362ec,mobile
relationship--11113fa5-150e-4574-89fc-5db66479e268,uses,malware--5aff44ab-5a41-49bb-b5d1-b4876d0437f4,attack-pattern--6c49d50f-494d-4150-b774-a655022d20a6,mobile
relationship--112966ab-6e28-482b-8bea-ed9f4ed17064,uses,malware--2aec175b-4429-4048-8e09-3ef6cbecfc64,attack-pattern--45a5fe76-eda3-4d40-8f22-c186efd6278d,mobile
relationship--114f4334-16f4-402e-981a-902b2c9be6fb,uses,campaign--a82bc5ad-5f95-4c6a-9f25-aaf6f476a3c4,attack-pattern--fd339382-bfec-4bf0-8d47-1caedc9e7e57,mobile
relationship--117a7e1e-d5dc-451d-ab79-f29bdfec40ae,uses,malware--56660521-6db4-4e5a-a927-464f22954b7c,attack-pattern--114fed8b-7eed-4136-8b9c-411c5c7fff4b,mobile
relationship--119b848b-84b4-4f86-a265-0c9eb8680072,uses,malware--e110f94a-e2c5-4f5f-ba78-9c2ab6d2d9e4,attack-pattern--939808a7-121d-467a-b028-4441ee8b7cee,mobile
relationship--11a1da8f-f0db-4abe-88bb-1ab06f271f3f,uses,malware--f666e17c-b290-43b3-8947-b96bd5148fbb,attack-pattern--114fed8b-7eed-4136-8b9c-411c5c7fff4b,mobile
relationship--11a992e7-83a3-4dc3-b391-fbd79e518943,uses,malware--a2ee7d2d-fb45-44f3-8f67-9921c7810db1,attack-pattern--e3b936a4-6321-4172-9114-038a866362ec,mobile
relationship--11b20d60-6bec-4ce4-b02f-38ec276b3c9a,uses,malware--f082d7dd-20a9-4157-93c0-75e7aea09e42,attack-pattern--2aa78dfd-cb6f-4c70-9408-137cfd96be49,mobile
relationship--11e30c59-c1bf-4354-9255-a6eb67d7a79e,uses,campaign--d0695b5f-b761-49e0-b3e3-2e5307f8def3,attack-pattern--e1c912a9-e305-434b-9172-8a6ce3ec9c4a,mobile
relationship--12006533-e26f-4168-9b1f-7fb3073a9938,uses,malware--6ceb0644-0ae9-4ee1-a659-3888687cb03b,attack-pattern--c4b96c0b-cb58-497a-a1c2-bb447d79d692,mobile
relationship--12098dee-27b3-4d0b-a15a-6b5955ba8879,uses,malware--6a7aaab1-3e0a-48bb-ba66-bbf7665c0a65,attack-pattern--d13fa042-8f26-44e1-a2a8-af0bf8e2ac9a,mobile
relationship--1218ed50-bd44-4f37-baba-1aae998b5a1f,uses,tool--da21929e-40c0-443d-bdf4-6b60d15448b4,attack-pattern--eb6cf439-1bcb-4d10-bc68-1eed844ed7b3,mobile
relationship--122ffed0-5f5a-4588-88a4-16924db24e9e,uses,malware--95811c0a-abe0-4e7f-a0cc-b0662ced5807,attack-pattern--e1c912a9-e305-434b-9172-8a6ce3ec9c4a,mobile
relationship--1250f91c-723d-4b4c-afea-b3a71101951f,uses,malware--c0efbaae-9e7d-4716-a92d-68373aac7424,attack-pattern--d4536441-1bcc-49fa-80ae-a596ed3f7ffd,mobile
relationship--127e6672-d16a-4370-b277-4d04874a4cfe,uses,malware--4b53eb01-57d7-47b4-b078-22766b002b36,attack-pattern--4c58b7c6-a839-4789-bda9-9de33e4d4512,mobile
relationship--1284ba4a-c48c-4533-ac35-664828616ee3,uses,malware--429e1526-6293-495b-8808-af7f9a66c4be,attack-pattern--e1c912a9-e305-434b-9172-8a6ce3ec9c4a,mobile
relationship--1284f6fe-d352-415c-9479-82141524380a,mitigates,course-of-action--653492e3-27be-4a0e-b08c-938dd2b7e0e1,attack-pattern--79cb02f4-ac4e-4335-8b51-425c9573cce1,mobile
relationship--12d14048-793c-456c-a2b8-d812de547ca7,uses,malware--ec13d292-6d8d-4c7a-b07c-a2bd2402569a,attack-pattern--c6421411-ae61-42bb-9098-73fddb315002,mobile
relationship--12d61e7d-7fa6-422d-9817-901decf6b650,uses,malware--c41a8b7c-3e42-4eee-b87d-ad8a100ee878,attack-pattern--4c58b7c6-a839-4789-bda9-9de33e4d4512,mobile
relationship--12de5aeb-9427-4665-81a0-257c76d6f188,uses,malware--a15c9357-2be0-4836-beec-594f28b9b4a9,attack-pattern--d3bc5020-f6a2-41c0-8ccb-5e563101b60c,mobile
relationship--12df8ac7-06a4-4389-8d86-d354c4536e28,uses,malware--95811c0a-abe0-4e7f-a0cc-b0662ced5807,attack-pattern--39dd7871-f59b-495f-a9a5-3cb8cc50c9b2,mobile
relationship--12e68fcd-83d4-43a7-bf89-a2550ecfbed1,uses,malware--bf064476-25b8-493c-a1e7-dd707b3f7f52,attack-pattern--8e097ec5-1755-41d6-807c-3882442b818a,mobile
relationship--13078a96-2cda-4d0b-99f8-693a65a4b63d,uses,malware--e296b110-46d3-4f7a-894c-cc71ea50168c,attack-pattern--a8e971b8-8dc7-4514-8249-ae95427ec467,mobile
